# Stage 6D-A4 — REAL PRODUCER-AUTHORED corpus provenance. Files were fetched to scratch storage and deleted; none is committed.
# Reference-test sources (3MF Consortium test_suites, 3mf-samples, lib3mf, assimp, tinyobjloader, numpy-stl, admesh, CuraEngine) are summarised in the Stage 6D-A4 design section.
# class	source	commit	path	bytes	sha256	format	zip	production_path	required_ext	application	expected	actual	parts	triangles
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/dagoma_pro430.obj	71056	1893c209e2db8485	obj	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	508
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/dagoma_sigma.stl	646134	48415325f2b18507	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	12921
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/dagoma_sigma_pro.obj	243613	23e40dfb8e45d265	obj	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	1170
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/deltacomb.3mf	163243	99e86f34ce9061f9	3mf	zip32	no	-	-	import (refuse OBJ polygons by policy)	imported	1	18920
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/deltacomb_dc20.stl	323084	7ac35659472fc226	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	6460
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/deltacomb_dc30.stl	303384	04ab7837bfbb100b	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	6066
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/diy220_platform.obj	719213	5c338014406ec0d9	obj	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	20456
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/elegoo_neptune_2.stl	663484	f00890cb789bc876	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	13268
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/elegoo_platform.3mf	348202	72f1b02428dc018a	3mf	zip32	no	-	-	import (refuse OBJ polygons by policy)	imported	1	13022
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/elegoo_platform_max.3mf	298121	6cb923707d267523	3mf	zip32	no	-	-	import (refuse OBJ polygons by policy)	imported	1	13022
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/eryone_er20_plateform.stl	39684	1c9fc01bb8e83bc6	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	792
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/eryone_thinker_platform.obj	677574	c7edf98201dbfff1	obj	-	-	-	-	import (refuse OBJ polygons by policy)	UNSUPPORTED_FILE/OBJ_POLYGON_UNSUPPORTED	-	-
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/fabtotum_platform.3mf	54467	b3e46f8ff72df51e	3mf	zip32	no	-	-	import (refuse OBJ polygons by policy)	imported	1	7126
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/fabxpro_platform.3mf	44938	677ecc731df71cfc	3mf	zip32	no	-	-	import (refuse OBJ polygons by policy)	imported	1	5266
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/farm2_platform.obj	1013419	886c42b91ed48161	obj	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	11680
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/flsun_qq_s.3mf	319767	6a1c2a43f6f06a17	3mf	zip32	no	-	-	import (refuse OBJ polygons by policy)	imported	1	19927
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/flsun_sr.stl	1001084	3ed3c6ec891145af	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	20020
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/flsun_v400.stl	934784	72ce2a327839303f	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	18694
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/flyingbear_platform.obj	1297	418a3742bd29ebd3	obj	-	-	-	-	import (refuse OBJ polygons by policy)	UNSUPPORTED_FILE/OBJ_POLYGON_UNSUPPORTED	-	-
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/gmax_1-5_xt-plus_s3d_full model_150707.3mf	137036	fca5012396659839	3mf	zip32	no	-	-	import (refuse OBJ polygons by policy)	imported	1	20714
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/grr_neo_platform.3mf	4325	92d1c36fb2a07a37	3mf	zip32	no	-	-	import (refuse OBJ polygons by policy)	imported	1	492
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/hardprint_hozo_ix_platform.stl	719384	5eca6121f9298223	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	14386
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/hardprint_hozo_platform.stl	719384	5eca6121f9298223	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	14386
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/hctech_hc300-m1&m1h.3mf	144429	25caa8edcad801c0	3mf	zip32	no	-	-	import (refuse OBJ polygons by policy)	imported	1	13106
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/hctech_hc300-m2h.3mf	1043277	b9baaa894cf6009a	3mf	zip32	no	-	-	import (refuse OBJ polygons by policy)	imported	11	94586
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/hctech_hc300-m3.3mf	68077	e2718f118e57fae6	3mf	zip32	no	-	-	import (refuse OBJ polygons by policy)	imported	6	8316
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/hellbot_adonis.obj	631	28c30c41a56dd5ed	obj	-	-	-	-	import (refuse OBJ polygons by policy)	UNSUPPORTED_FILE/OBJ_POLYGON_UNSUPPORTED	-	-
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/hellbot_hidra.obj	29634	a71e5ba89ed7a641	obj	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	236
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/hellbot_hidra_plus.obj	31844	56176648b0243840	obj	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	252
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/hellbot_magna.obj	659	369e8a7d41bb3fc3	obj	-	-	-	-	import (refuse OBJ polygons by policy)	UNSUPPORTED_FILE/OBJ_POLYGON_UNSUPPORTED	-	-
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/hellbot_magna_SE.obj	16253	07f5b50dcb5e5c16	obj	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	440
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/hms_platform.obj	552920	c6f39beeae958c1b	obj	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	17916
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/ideagen3D_sapphire_plus.3mf	75215	d489f33c56dd0f29	3mf	zip32	no	-	-	import (refuse OBJ polygons by policy)	imported	1	4540
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/imade3d_jellybox_2_platform.3mf	98010	dc5d662c7eb7611d	3mf	zip32	no	-	-	import (refuse OBJ polygons by policy)	imported	1	12172
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/imade3d_jellybox_platform.3mf	85412	83c6c832ba1d6fb4	3mf	zip32	no	-	-	import (refuse OBJ polygons by policy)	imported	1	12030
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/inat_proton_x_buildplate.stl	20284	aa358ca0ec7c89ea	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	404
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/inventor_platform.3mf	119687	8cf9d9cdc8041629	3mf	zip32	no	-	-	import (refuse OBJ polygons by policy)	imported	1	16202
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/jgaurora_a5.3mf	138159	874c28f3e9f1c390	3mf	zip32	no	-	-	import (refuse OBJ polygons by policy)	imported	1	20000
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/jgaurora_a6_platform.stl	167384	8a411126701cb1fd	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	3346
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/kemiq_q2.3mf	50597	ae4a94d5adafb84f	3mf	zip32	no	-	-	import (refuse OBJ polygons by policy)	imported	1	6751
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/kingroon_kp3.stl	508284	eca2394de6a3d6a5	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	10164
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/kingroon_kp3s.stl	325784	afce704978b1e98c	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	6514
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/koonovo.obj	713	6c4bf8c2720f36b4	obj	-	-	-	-	import (refuse OBJ polygons by policy)	UNSUPPORTED_FILE/OBJ_POLYGON_UNSUPPORTED	-	-
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/koonovo_kn3.stl	756484	800de4b76405cff0	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	15128
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/koonovo_kn5.stl	872284	2b9dbf9a2f06da87	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	17444
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/kossel_platform.3mf	61156	5f24f606c01761b2	3mf	zip32	no	-	-	import (refuse OBJ polygons by policy)	imported	1	8376
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/kossel_pro_build_platform.3mf	25989	79672e564d25529d	3mf	zip32	no	-	-	import (refuse OBJ polygons by policy)	imported	1	3260
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/leapfrog_bolt_pro_platform.3mf	140709	b9759070f7f427f8	3mf	zip32	no	-	-	import (refuse OBJ polygons by policy)	imported	1	17829
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/liquid_platform.stl	599884	765e9938e27a2dd8	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	11996
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/lnl3d_d3.stl	189134	d5718eabeb71ee73	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	3781
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/lnl3d_d5.stl	388284	824d569d4f9dd144	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	7764
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/lnl3d_d6.3mf	975207	cfec4675356981b3	3mf	zip32	no	-	-	import (refuse OBJ polygons by policy)	imported	1	45772
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/longer_235mm_platform.stl	205284	99476a04d35a0177	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	4104
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/longer_310mm_platform.stl	205284	d14bae0750495b20	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	4104
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/longer_415mm_platform.stl	205284	4dd22a117e7555cd	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	4104
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/longer_cube2_platform.stl	205284	a2a5ad32f0baf5c9	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	4104
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/lotmaxx_sc_10_20_platform.3mf	15255	88525cc1fd1a0a19	3mf	zip32	no	-	-	import (refuse OBJ polygons by policy)	imported	1	2002
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/lulzbot_mini.stl	413784	9133ced1d5881d03	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	8274
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/lulzbot_taz_pro_bed.stl	716084	fb31df18dbf372d2	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	14320
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/makeR_pegasus_platform.3mf	20450	3f9e4de6bf9e7a35	3mf	zip32	no	-	-	import (refuse OBJ polygons by policy)	imported	1	2684
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/makeR_prusa_tairona_i3_platform.3mf	20601	765c792f100710b4	3mf	zip32	no	-	-	import (refuse OBJ polygons by policy)	imported	1	2684
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/makergear_m2_platform.3mf	209358	96bf1cde33c690e2	3mf	zip64	no	-	-	import (refuse OBJ polygons by policy)	imported	1	15438
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/makerstarter_platform.3mf	51995	f90ebdf8f99c4359	3mf	zip32	no	-	-	import (refuse OBJ polygons by policy)	imported	1	6750
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/malyan_m200_platform.3mf	5038	1721c53e80ebffeb	3mf	zip32	no	-	-	import (refuse OBJ polygons by policy)	imported	1	582
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/mankati_fullscale_xt_plus_platform.3mf	170122	7e91f2db0bb8feff	3mf	zip32	no	-	-	import (refuse OBJ polygons by policy)	imported	1	18232
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/mendel90_platform.3mf	24544	ce576fb48a03e274	3mf	zip32	no	-	-	import (refuse OBJ polygons by policy)	imported	1	3408
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/mingda_d2_base.stl	270284	fdec80192de996e1	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	5404
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/mingda_d4pro_base.stl	273684	a652f6bf7d2108b2	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	5472
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/mingda_magician_max_base.stl	326084	767d76312e3968b0	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	6520
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/mingda_magician_pro_base.stl	389184	3523cfd6d1ad94d6	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	7782
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/mingda_magician_x_base.stl	291384	006ce40a8f1119d1	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	5826
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/mingda_rock3_base.stl	273684	6eb64feba5ed4761	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	5472
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/mixware_hyper_k_platform.stl	66684	1f73e7ce11bd3cc0	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	1332
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/mixware_hyper_s_platform.stl	74284	fc9b5045675834ce	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	1484
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/mixware_vulcan_platform.stl	506784	5e3bafa468c583dd	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	10134
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/mixware_wand_platform.stl	717084	91b80a69c460d354	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	14340
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/moai.obj	298	6c50952fb895ef36	obj	-	-	-	-	import (refuse OBJ polygons by policy)	UNSUPPORTED_FILE/OBJ_POLYGON_UNSUPPORTED	-	-
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/mp_mini_delta_platform.3mf	18451	acf6f8c1d9bab52a	3mf	zip32	no	-	-	import (refuse OBJ polygons by policy)	imported	1	2948
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/npscura.stl	798684	447456b620e60303	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	15972
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/pbr3d_g1_buildplate.stl	113884	deb308a9bdf681fb	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	2276
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/predator_platform.stl	421384	bb7726756f577b78	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	8426
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/printrbot_play.3mf	1790	a4fab379371999bc	3mf	zip32	no	-	-	import (refuse OBJ polygons by policy)	imported	1	108
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/printrbot_simple_metal_platform.3mf	5010	c984e700e052a0ad	3mf	zip32	no	-	-	import (refuse OBJ polygons by policy)	imported	1	664
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/printrbot_simple_metal_upgrade.3mf	13157	a6d2565f326190ae	3mf	zip32	no	-	-	import (refuse OBJ polygons by policy)	imported	1	1960
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/prusai3_platform.3mf	20601	307d82951df8bf4c	3mf	zip32	no	-	-	import (refuse OBJ polygons by policy)	imported	1	2684
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/prusai3_xl_platform.3mf	24464	7bd0fe017ea9378e	3mf	zip32	no	-	-	import (refuse OBJ polygons by policy)	imported	1	3076
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/ratrig_vcore3_200.stl	290784	d1a99af65c7c0f4b	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	5814
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/ratrig_vcore3_300.stl	250084	dd72e128471e60c6	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	5000
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/ratrig_vcore3_400.stl	250084	9c426d7489e89265	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	5000
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/ratrig_vcore3_500.stl	250084	3663bcef6eb473b7	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	5000
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/ratrig_vminion.stl	45784	dd4d1a69725d3fb1	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	914
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/rigid3d_mucit2_platform.3mf	25715	3799963123c86a47	3mf	zip32	no	-	-	import (refuse OBJ polygons by policy)	imported	2	1248
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/rigid3d_mucit_platform.3mf	59577	bc5241c00cca7d31	3mf	zip32	no	-	-	import (refuse OBJ polygons by policy)	imported	1	6252
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/rigid3d_zero2_platform.3mf	122836	828bbdcc3609749f	3mf	zip32	no	-	-	import (refuse OBJ polygons by policy)	imported	1	18850
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/rigid3d_zero3_platform.3mf	42046	1222821a766fe5be	3mf	zip32	no	-	-	import (refuse OBJ polygons by policy)	imported	2	2776
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/rigidbot_platform.3mf	113366	908feef5c5d5959e	3mf	zip32	no	-	-	import (refuse OBJ polygons by policy)	imported	1	13069
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/rigidbotbig_platform.3mf	141320	3ac366d78b2550b1	3mf	zip32	no	-	-	import (refuse OBJ polygons by policy)	imported	1	16236
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/rostock_platform.3mf	138743	aae9edf5896fb9ad	3mf	zip32	no	-	-	import (refuse OBJ polygons by policy)	imported	1	17436
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/sapphireplus_platform.stl	19884	0db560866056561f	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	396
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/sapphirepro_platform.stl	19884	570e73bc1962f2b8	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	396
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/skriware_2_platform.3mf	110241	fdcf46e8c9757a2d	3mf	zip32	no	-	-	import (refuse OBJ polygons by policy)	imported	1	13184
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/sovol_sv08_buildplate_model.stl	454884	94e654892ac38c5f	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	9096
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/stereotech_start.3mf	116556	ebd408427647494d	3mf	zip32	no	-	-	import (refuse OBJ polygons by policy)	imported	1	16062
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/stereotech_ste320_platform.obj	285262	7f5a60cf29b31399	obj	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	9074
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/tam_series1.3mf	38287	859014e450f1a85c	3mf	zip32	no	-	-	import (refuse OBJ polygons by policy)	imported	1	4764
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/tank_m.obj	772	5e5be08702409e57	obj	-	-	-	-	import (refuse OBJ polygons by policy)	UNSUPPORTED_FILE/OBJ_POLYGON_UNSUPPORTED	-	-
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/tevo_blackwidow.3mf	134933	707f11c57268559d	3mf	zip32	no	-	-	import (refuse OBJ polygons by policy)	imported	1	17322
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/tevo_tarantula_pro_platform.3mf	5182	1b757f187662abcc	3mf	zip32	no	-	-	import (refuse OBJ polygons by policy)	imported	1	372
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/tinyboy_fabrikator15.stl	37084	d12e52f0d75f7c05	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	740
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/tinyboy_ra20.obj	195129	b1402e462027ca09	obj	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	6144
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/tizyx_k25_platform.3mf	9082	4a20f3d9034599ca	3mf	zip32	no	-	-	import (refuse OBJ polygons by policy)	imported	1	1276
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/trimaker_cosmosII_platform.stl	643384	c6419c25d5bd1cdf	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	12866
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/trimaker_nebula_platform.stl	992684	2a601f3ea9df4264	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	19852
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/tronxy.stl	432684	96b7df5f316d2f31	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	8652
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/twotrees235x235_generic.stl	15884	de17322012fc2ae3	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	316
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/twotrees300x300_generic.stl	15884	2057ef6c4ee5151f	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	316
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/twotrees_platform.stl	84484	79961deb30004dd4	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	1688
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/ultimaker2_platform.obj	285370	d15e3ada8d6b1e5d	obj	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	6192
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/ultimaker2_plus_connect_platform.obj	385520	26855cf7ce0fb30d	obj	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	9937
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/ultimaker2go_platform.obj	267382	276fcc4e3daedfdf	obj	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	6024
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/ultimaker3_platform.obj	719213	5c338014406ec0d9	obj	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	20456
